0	1
17	1
19	1
21	2
24	1
26	3
27	2
31	1
33	1
35	1
36	1
37	1
38	1
42	2
47	1
52	2
55	4
57	3
63	5
66	1
68	2
72	2
73	1
77	4
78	3
83	1
84	2
88	4
94	3
100	3
