0	30
6	1
8	1
14	1
17	1
21	2
22	2
25	1
26	1
27	2
29	1
31	1
33	2
34	2
35	1
36	3
37	1
38	1
39	1
40	1
42	3
44	3
50	3
52	3
55	3
57	2
63	1
66	5
68	4
72	6
73	3
75	1
77	3
78	5
83	5
84	4
88	10
89	2
94	12
100	12
