0	1
22	2
26	1
29	1
36	3
37	1
39	1
42	1
44	2
50	1
55	2
57	1
63	1
66	3
68	2
72	5
73	2
77	4
78	5
83	5
84	3
88	9
89	1
94	9
100	8
